"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
17 "fa" 41695 1 "labio-dental" "1" "fa.2.1.mp3" "fa_v1_b1" "Lab" "Vls" "Fric" "repcatvoice" "repvoice" "repcatvoice" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "fa-va" "1-1" 0.0350449700943268
18 "sha" 43203 1 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b1" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "1-2" 0.0279206459825738
19 "SH_a" 44662 1 "palato-alveolar" "4" "SH_a.3.4.mp3" "SH_a_v4_b1" "Pal" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-SH_a" "4-2" 0.0127643633516016
20 "TH_a" 46204 1 "dental" "2" "TH_a.3.2.mp3" "TH_a_v2_b1" "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-SH_a" "4-2" 0.0354052643338604
21 "tha" 47696 1 "dental" "1" "tha.2.1.mp3" "tha_v1_b1" "Dent" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "1-2" 0.0316024894543282
22 "TH_a" 49204 1 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b1" "Dent" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "1-4" 0.0316024894543282
23 "ba" 50697 1 "labial" "2" "ba.3.2.mp3" "ba_v2_b1" "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-TH_a" "4-2" 0.14699289863621
24 "za" 52205 1 "alveolar" "3" "za.2.3.mp3" "za_v3_b1" "Alv" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-za" "3-2" 0.0565234331615674
25 "da" 53697 1 "alveolar" "1" "da.2.1.mp3" "da_v1_b1" "Alv" "Vcd" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-da" "1-3" 0.107120141382959
26 "sha" 55206 1 "palato-alveolar" "4" "sha.1.4.mp3" "sha_v4_b1" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-da" "1-4" 0.0319921225828632
27 "ka" 56698 1 "velar" "2" "ka.2.2.mp3" "ka_v2_b1" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ka" "4-2" 0.0431383354927817
28 "SH_a" 58207 1 "palato-alveolar" "1" "SH_a.1.1.mp3" "SH_a_v1_b1" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-SH_a" "1-2" 0.0194871835121784
29 "null" 59699 1 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
30 "fa" 63695 1 "labio-dental" "3" "fa.4.3.mp3" "fa_v3_b1" "Lab" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-fa" "null-3" NA
31 "ga" 65203 1 "velar" "4" "ga.2.4.mp3" "ga_v4_b1" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ga" "4-3" 0.0149696643348424
32 "na" 66695 1 "alveolar" "3" "na.3.3.mp3" "na_v3_b1" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ga" "4-3" 0.0301743677158778
33 "TH_a" 68204 1 "dental" "3" "TH_a.2.3.mp3" "TH_a_v3_b1" "Dent" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-TH_a" "3-3" 0.0285486924841155
34 "ka" 69696 1 "velar" "1" "ka.3.1.mp3" "ka_v1_b1" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ka" "1-3" 0.0212738357864609
35 "ma" 71204 1 "labial" "3" "ma.2.3.mp3" "ma_v3_b1" "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-ma" "1-3" 0.0211926015219386
36 "null" 72697 1 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
37 "SH_a" 76709 1 "palato-alveolar" "3" "SH_a.2.3.mp3" "SH_a_v3_b1" "Pal" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-SH_a" "null-3" NA
38 "ta" 78201 1 "alveolar" "2" "ta.3.2.mp3" "ta_v2_b1" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "3-2" 0.0188530700580233
39 "SH_a" 79709 1 "palato-alveolar" "2" "SH_a.2.2.mp3" "SH_a_v2_b1" "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "SH_a-ta" "2-2" 0.0188530700580233
40 "ka" 81201 1 "velar" "3" "ka.7.3.mp3" "ka_v3_b1" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-SH_a" "3-2" 0.0194871835121784
41 "za" 82710 1 "alveolar" "4" "za.3.4.mp3" "za_v4_b1" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ka" "4-3" 0.0228770680919328
42 "ka" 84202 1 "velar" "2" "ka.2.2.mp3" "ka_v2_b1" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ka" "4-2" 0.0228770680919328
43 "va" 85695 1 "labio-dental" "4" "va.2.4.mp3" "va_v4_b1" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-va" "4-2" 0.0224300675837212
44 "da" 87203 1 "alveolar" "2" "da.3.2.mp3" "da_v2_b1" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-da" "4-2" 0.0576268048212968
45 "tha" 88712 1 "dental" "4" "tha.3.4.mp3" "tha_v4_b1" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-da" "4-2" 0.0388604052514422
46 "va" 90204 1 "labio-dental" "2" "va.3.2.mp3" "va_v2_b1" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-tha" "4-2" 0.0427058614883721
47 "pa" 91696 1 "labial" "4" "pa.1.4.mp3" "pa_v4_b1" "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-va" "4-2" 0.0205061465402239
48 "va" 93204 1 "labio-dental" "2" "va.1.2.mp3" "va_v2_b1" "Lab" "Vcd" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-va" "4-2" 0.0205061465402239
49 "null" 94697 1 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
50 "sa" 98709 1 "alveolar" "4" "sa.1.4.mp3" "sa_v4_b1" "Alv" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sa" "null-4" NA
51 "ka" 100201 1 "velar" "1" "ka.1.1.mp3" "ka_v1_b1" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-sa" "1-4" 0.0628311471416047
52 "fa" 101709 1 "labio-dental" "4" "fa.1.4.mp3" "fa_v4_b1" "Lab" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-fa" "1-4" 0.0763014313858586
53 "pa" 103201 1 "labial" "1" "pa.3.1.mp3" "pa_v1_b1" "Lab" "Vls" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-fa" "1-4" 0.101897306301343
54 "ka" 104710 1 "velar" "4" "ka.2.4.mp3" "ka_v4_b1" "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-pa" "1-4" 0.426229651083637
55 "null" 106202 1 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
56 "ga" 110198 1 "velar" "3" "ga.1.3.mp3" "ga_v3_b1" "Vel" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ga" "null-3" NA
57 "da" 111706 1 "alveolar" "4" "da.1.4.mp3" "da_v4_b1" "Alv" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-ga" "4-3" 0.33343711200749
58 "ba" 113198 1 "labial" "3" "ba.3.3.mp3" "ba_v3_b1" "Lab" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-da" "4-3" 0.0574770260349013
59 "ga" 114707 1 "velar" "2" "ga.3.2.mp3" "ga_v2_b1" "Vel" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-ga" "3-2" 0.0676804503863479
60 "ka" 116199 1 "velar" "2" "ka.3.2.mp3" "ka_v2_b1" "Vel" "Vls" "Stop" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "repVoice" "ka-ga" "2-2" 0.0256297494333007
61 "ta" 117708 1 "alveolar" "4" "ta.2.4.mp3" "ta_v4_b1" "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "4-2" 0.235462958598024
62 "ka" 119200 1 "velar" "3" "ka.2.3.mp3" "ka_v3_b1" "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "4-3" 0.235462958598024
63 "ga" 120709 1 "velar" "1" "ga.1.1.mp3" "ga_v1_b1" "Vel" "Vcd" "Stop" "repcat" "diffcat" "repcat" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "diffVoice" "ka-ga" "1-3" 0.0256297494333007
64 "null" 122201 1 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
65 "ma" 126196 1 "labial" "4" "ma.3.4.mp3" "ma_v4_b1" "Lab" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ma" "null-4" NA
66 "na" 127705 1 "alveolar" "4" "na.2.4.mp3" "na_v4_b1" "Alv" "Vcd" "Nas" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "repVoice" "na-ma" "4-4" 0.155104727857231
67 "da" 129197 1 "alveolar" "3" "da.1.3.mp3" "da_v3_b1" "Alv" "Vcd" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-da" "4-3" 0.0303140877460462
68 "TH_a" 130706 1 "dental" "1" "TH_a.1.1.mp3" "TH_a_v1_b1" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-da" "1-3" 0.0935151222471963
69 "sha" 132198 1 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b1" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-TH_a" "1-3" 0.0181476535647975
70 "ta" 133706 1 "alveolar" "3" "ta.1.3.mp3" "ta_v3_b1" "Alv" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "sha-ta" "3-3" 0.0486434393382033
71 "sha" 135198 1 "palato-alveolar" "3" "sha.3.3.mp3" "sha_v3_b1" "Pal" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "sha-ta" "3-3" 0.0486434393382033
72 "TH_a" 136707 1 "dental" "2" "TH_a.2.2.mp3" "TH_a_v2_b1" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-TH_a" "3-2" 0.0181476535647975
73 "fa" 138199 1 "labio-dental" "2" "fa.5.2.mp3" "fa_v2_b1" "Lab" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "TH_a-fa" "2-2" 0.0336796104980624
74 "da" 139708 1 "alveolar" "3" "da.2.3.mp3" "da_v3_b1" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-da" "3-2" 0.0246326507930114
75 "null" 141200 1 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
76 "na" 145195 1 "alveolar" "2" "na.2.2.mp3" "na_v2_b1" "Alv" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-na" "null-2" NA
77 "pa" 146704 1 "labial" "3" "pa.6.3.mp3" "pa_v3_b1" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-pa" "3-2" 0.0165561898349846
78 "na" 148196 1 "alveolar" "3" "na.3.3.mp3" "na_v3_b1" "Alv" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-pa" "3-3" 0.0165561898349846
79 "tha" 149705 1 "dental" "3" "tha.1.3.mp3" "tha_v3_b1" "Dent" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-tha" "3-3" 0.0183207062173377
80 "da" 151197 1 "alveolar" "2" "da.3.2.mp3" "da_v2_b1" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-da" "3-2" 0.0388604052514422
81 "fa" 152706 1 "labio-dental" "3" "fa.4.3.mp3" "fa_v3_b1" "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-da" "3-2" 0.0246326507930114
82 "na" 154198 1 "alveolar" "2" "na.1.2.mp3" "na_v2_b1" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-fa" "3-2" 0.0124501934624614
83 "ka" 155706 1 "velar" "4" "ka.1.4.mp3" "ka_v4_b1" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "4-2" 0.0213124542766724
84 "na" 157198 1 "alveolar" "1" "na.3.1.mp3" "na_v1_b1" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "1-4" 0.0213124542766724
85 "sha" 158707 1 "palato-alveolar" "2" "sha.1.2.mp3" "sha_v2_b1" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sha" "1-2" 0.0123102996706557
86 "ba" 160199 1 "labial" "1" "ba.1.1.mp3" "ba_v1_b1" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sha" "1-2" 0.0119045348638785
87 "sha" 161708 1 "palato-alveolar" "4" "sha.1.4.mp3" "sha_v4_b1" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sha" "1-4" 0.0119045348638785
88 "da" 163200 1 "alveolar" "4" "da.2.4.mp3" "da_v4_b1" "Alv" "Vcd" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "sha-da" "4-4" 0.0319921225828632
89 "na" 164709 1 "alveolar" "4" "na.2.4.mp3" "na_v4_b1" "Alv" "Vcd" "Nas" "repcatvoice" "repcatvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-da" "4-4" 0.0303140877460462
90 "ga" 166201 1 "velar" "4" "ga.3.4.mp3" "ga_v4_b1" "Vel" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-ga" "4-4" 0.0301743677158778
91 "TH_a" 167709 1 "dental" "4" "TH_a.1.4.mp3" "TH_a_v4_b1" "Dent" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "TH_a-ga" "4-4" 0.120990305857703
92 "da" 169201 1 "alveolar" "1" "da.3.1.mp3" "da_v1_b1" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-da" "1-4" 0.0935151222471963
93 "SH_a" 170710 1 "palato-alveolar" "1" "SH_a.3.1.mp3" "SH_a_v1_b1" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "SH_a-da" "1-1" 0.0888856874159333
94 "va" 172202 1 "labio-dental" "3" "va.2.3.mp3" "va_v3_b1" "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-SH_a" "1-3" 0.0276139152481812
95 "za" 173695 1 "alveolar" "2" "za.1.2.mp3" "za_v2_b1" "Alv" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-va" "3-2" 0.0811683241180293
96 "za" 175203 1 "alveolar" "2" "za.3.2.mp3" "za_v2_b1" "Alv" "Vcd" "Fric" "ident" "ident" "ident" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "za-za" "2-2" NA
97 "SH_a" 176695 1 "palato-alveolar" "2" "SH_a.1.2.mp3" "SH_a_v2_b1" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "za-SH_a" "2-2" 0.138178965310133
98 "sha" 178204 1 "palato-alveolar" "1" "sha.3.1.mp3" "sha_v1_b1" "Pal" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-SH_a" "1-2" 0.0127643633516016
99 "sha" 179696 1 "palato-alveolar" "4" "sha.2.4.mp3" "sha_v4_b1" "Pal" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-sha" "1-4" NA
100 "tha" 181204 1 "dental" "2" "tha.1.2.mp3" "tha_v2_b1" "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-tha" "4-2" 0.0442934452101461
101 "tha" 182697 1 "dental" "3" "tha.3.3.mp3" "tha_v3_b1" "Dent" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-tha" "3-2" NA
102 "fa" 184205 1 "labio-dental" "1" "fa.3.1.mp3" "fa_v1_b1" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "1-3" 0.424635788228768
103 "fa" 185697 1 "labio-dental" "4" "fa.1.4.mp3" "fa_v4_b1" "Lab" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-fa" "1-4" NA
