"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
78 "za" 140695 8 "alveolar" "4" "za.2.4.mp3" "za_v4_b3" "Alv" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sa" "1-4" 0.0344734172749872
79 "za" 142203 8 "alveolar" "2" "za.3.2.mp3" "za_v2_b3" "Alv" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-za" "4-2" NA
80 "va" 143695 8 "labio-dental" "4" "va.2.4.mp3" "va_v4_b3" "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-va" "4-2" 0.0811683241180293
81 "va" 145204 8 "labio-dental" "2" "va.1.2.mp3" "va_v2_b4" "Lab" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-va" "4-2" NA
82 "fa" 146696 8 "labio-dental" "2" "fa.5.2.mp3" "fa_v2_b3" "Lab" "Vls" "Fric" "repcatvoice" "repvoice" "repcatvoice" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "fa-va" "2-2" 0.0350449700943268
83 "fa" 148205 8 "labio-dental" "4" "fa.7.4.mp3" "fa_v4_b3" "Lab" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-fa" "4-2" NA
84 "pa" 149630 8 "labial" "3" "pa.4.3.mp3" "pa_v3_b3" "Lab" "Vls" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-fa" "4-3" 0.101897306301343
85 "ka" 151205 8 "velar" "4" "ka.2.4.mp3" "ka_v4_b3" "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-pa" "4-3" 0.426229651083637
86 "ga" 152697 8 "velar" "3" "ga.2.3.mp3" "ga_v3_b3" "Vel" "Vcd" "Stop" "repcat" "diffcat" "repcat" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "diffVoice" "ka-ga" "4-3" 0.0256297494333007
87 "ta" 154206 8 "alveolar" "1" "ta.2.1.mp3" "ta_v1_b3" "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ga-ta" "1-3" 0.0177160218315514
88 "ka" 155698 8 "velar" "2" "ka.4.2.mp3" "ka_v2_b3" "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "1-2" 0.235462958598024
89 "da" 157207 8 "alveolar" "2" "da.1.2.mp3" "da_v2_b3" "Alv" "Vcd" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ka-da" "2-2" 0.0188136951680179
90 "fa" 158699 8 "labio-dental" "3" "fa.1.3.mp3" "fa_v3_b3" "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-da" "3-2" 0.0246326507930114
91 "ma" 160208 8 "labial" "3" "ma.2.3.mp3" "ma_v3_b3" "Lab" "Vcd" "Nas" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "fa-ma" "3-3" 0.015844076735163
92 "za" 161700 8 "alveolar" "4" "za.1.4.mp3" "za_v4_b3" "Alv" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-ma" "4-3" 0.021986226035663
93 "ka" 163208 8 "velar" "3" "ka.2.3.mp3" "ka_v3_b3" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ka" "4-3" 0.0228770680919328
94 "ma" 164700 8 "labial" "1" "ma.3.1.mp3" "ma_v1_b3" "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-ma" "1-3" 0.0211926015219386
95 "ka" 166209 8 "velar" "2" "ka.3.2.mp3" "ka_v2_b3" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-ma" "1-2" 0.0211926015219386
96 "na" 167701 8 "alveolar" "4" "na.1.4.mp3" "na_v4_b3" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "4-2" 0.0213124542766724
97 "pa" 169210 8 "labial" "2" "pa.2.2.mp3" "pa_v2_b3" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-pa" "4-2" 0.0165561898349846
98 "na" 170702 8 "alveolar" "1" "na.1.1.mp3" "na_v1_b3" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-pa" "1-2" 0.0165561898349846
99 "ka" 172195 8 "velar" "3" "ka.5.3.mp3" "ka_v3_b3" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "1-3" 0.0213124542766724
100 "va" 173703 8 "labio-dental" "1" "va.3.1.mp3" "va_v1_b4" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-va" "1-3" 0.0224300675837212
101 "na" 175195 8 "alveolar" "2" "na.3.2.mp3" "na_v2_b4" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-2" 0.0241080367661359
102 "sha" 176637 8 "palato-alveolar" "1" "sha.2.1.mp3" "sha_v1_b4" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sha" "1-2" 0.0123102996706557
103 "da" 178196 8 "alveolar" "3" "da.2.3.mp3" "da_v3_b3" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-da" "1-3" 0.0319921225828632
