"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
11 "za" 25201 6 "alveolar" "2" "za.3.2.mp3" "za_v2_b2" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-pa" "3-2" 0.0262303501492357
12 "tha" 26710 6 "dental" "4" "tha.3.4.mp3" "tha_v4_b3" "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-tha" "4-2" 0.0321029606059229
13 "za" 28202 6 "alveolar" "1" "za.3.1.mp3" "za_v1_b2" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-tha" "1-4" 0.0321029606059229
14 "ba" 29695 6 "labial" "3" "ba.1.3.mp3" "ba_v3_b2" "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-za" "1-3" 0.0565234331615674
15 "ma" 31203 6 "labial" "3" "ma.3.3.mp3" "ma_v3_b3" "Lab" "Vcd" "Nas" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ba-ma" "3-3" 0.0389983712671896
16 "va" 32695 6 "labio-dental" "3" "va.2.3.mp3" "va_v3_b2" "Lab" "Vcd" "Fric" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ma" "3-3" 0.0319429196022726
17 "ma" 34204 6 "labial" "1" "ma.2.1.mp3" "ma_v1_b2" "Lab" "Vcd" "Nas" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-ma" "1-3" 0.0319429196022726
18 "da" 35696 6 "alveolar" "3" "da.3.3.mp3" "da_v3_b3" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-ma" "1-3" 0.0227881412430219
19 "sa" 37204 6 "alveolar" "4" "sa.3.4.mp3" "sa_v4_b2" "Alv" "Vls" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-sa" "4-3" 0.0291248697204559
20 "tha" 38696 6 "dental" "2" "tha.2.2.mp3" "tha_v2_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-sa" "4-2" 0.15482586365123
21 "sha" 40205 6 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b2" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-tha" "3-2" 0.0442934452101461
22 "SH_a" 41697 6 "palato-alveolar" "3" "SH_a.2.3.mp3" "SH_a_v3_b2" "Pal" "Vcd" "Fric" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "repVoice" "sha-SH_a" "3-3" 0.0127643633516016
23 "va" 43206 6 "labio-dental" "4" "va.3.4.mp3" "va_v4_b2" "Lab" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "va-SH_a" "4-3" 0.0276139152481812
24 "ba" 44698 6 "labial" "4" "ba.2.4.mp3" "ba_v4_b2" "Lab" "Vcd" "Stop" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ba-va" "4-4" 0.20948219453299
25 "ka" 46207 6 "velar" "4" "ka.2.4.mp3" "ka_v4_b2" "Vel" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ba-ka" "4-4" 0.0209350458377875
26 "null" 47699 6 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
27 "null" 51695 6 "null" "null" "null" "None" "none" "none" "none" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "null" "null" NA
28 "tha" 55706 6 "dental" "3" "tha.3.3.mp3" "tha_v3_b3" "Dent" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-tha" "null-3" NA
29 "ka" 57198 6 "velar" "3" "ka.5.3.mp3" "ka_v3_b2" "Vel" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ka-tha" "3-3" 0.0805281948632112
30 "fa" 58707 6 "labio-dental" "1" "fa.3.1.mp3" "fa_v1_b2" "Lab" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-fa" "1-3" 0.0763014313858586
31 "ta" 60199 6 "alveolar" "1" "ta.2.1.mp3" "ta_v1_b3" "Alv" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "fa-ta" "1-1" 0.0578158780927524
32 "sha" 61708 6 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b2" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ta" "1-2" 0.0486434393382033
33 "ka" 63200 6 "velar" "1" "ka.3.1.mp3" "ka_v1_b3" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ka" "1-2" 0.0431383354927817
34 "sa" 64708 6 "alveolar" "2" "sa.1.2.mp3" "sa_v2_b2" "Alv" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-sa" "1-2" 0.0628311471416047
35 "pa" 66201 6 "labial" "2" "pa.2.2.mp3" "pa_v2_b2" "Lab" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "pa-sa" "2-2" 0.0502525895157616
36 "null" 67709 6 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
37 "ka" 71705 6 "velar" "4" "ka.1.4.mp3" "ka_v4_b3" "Vel" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ka" "null-4" NA
38 "za" 73197 6 "alveolar" "3" "za.1.3.mp3" "za_v3_b3" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ka" "4-3" 0.0228770680919328
39 "ga" 74705 6 "velar" "4" "ga.1.4.mp3" "ga_v4_b2" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-ga" "4-3" 0.139643669311959
40 "fa" 76197 6 "labio-dental" "3" "fa.2.3.mp3" "fa_v3_b2" "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ga" "4-3" 0.0149696643348424
41 "null" 77706 6 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
42 "SH_a" 81702 6 "palato-alveolar" "4" "SH_a.1.4.mp3" "SH_a_v4_b2" "Pal" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-SH_a" "null-4" NA
43 "fa" 83210 6 "labio-dental" "2" "fa.1.2.mp3" "fa_v2_b2" "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "fa-SH_a" "4-2" 0.0109549380134048
44 "TH_a" 84702 6 "dental" "3" "TH_a.1.3.mp3" "TH_a_v3_b3" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-fa" "3-2" 0.0336796104980624
45 "na" 86195 6 "alveolar" "4" "na.2.4.mp3" "na_v4_b3" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-TH_a" "4-3" 0.0285486924841155
46 "da" 87703 6 "alveolar" "1" "da.1.1.mp3" "da_v1_b2" "Alv" "Vcd" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-da" "1-4" 0.0303140877460462
47 "ka" 89195 6 "velar" "1" "ka.2.1.mp3" "ka_v1_b3" "Vel" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ka-da" "1-1" 0.0188136951680179
48 "ba" 90704 6 "labial" "2" "ba.3.2.mp3" "ba_v2_b3" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-ka" "1-2" 0.0209350458377875
49 "SH_a" 92196 6 "palato-alveolar" "1" "SH_a.3.1.mp3" "SH_a_v1_b2" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-SH_a" "1-2" 0.0284752464955132
50 "za" 93572 6 "alveolar" "1" "za.2.1.mp3" "za_v1_b2" "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "za-SH_a" "1-1" 0.138178965310133
51 "za" 95197 6 "alveolar" "2" "za.2.2.mp3" "za_v2_b2" "Alv" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-za" "1-2" NA
52 "fa" 96705 6 "labio-dental" "4" "fa.2.4.mp3" "fa_v4_b2" "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-fa" "4-2" 0.017564189078639
53 "za" 98198 6 "alveolar" "4" "za.1.4.mp3" "za_v4_b3" "Alv" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "za-fa" "4-4" 0.017564189078639
54 "ma" 99706 6 "labial" "4" "ma.1.4.mp3" "ma_v4_b2" "Lab" "Vcd" "Nas" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "za-ma" "4-4" 0.021986226035663
55 "SH_a" 101198 6 "palato-alveolar" "2" "SH_a.2.2.mp3" "SH_a_v2_b2" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-ma" "4-2" 0.0163702480510673
56 "ba" 102707 6 "labial" "2" "ba.1.2.mp3" "ba_v2_b3" "Lab" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ba-SH_a" "2-2" 0.0284752464955132
57 "null" 104199 6 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
58 "fa" 108195 6 "labio-dental" "4" "fa.7.4.mp3" "fa_v4_b3" "Lab" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-fa" "null-4" NA
59 "ma" 109703 6 "labial" "2" "ma.3.2.mp3" "ma_v2_b2" "Lab" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ma" "4-2" 0.015844076735163
60 "ga" 111195 6 "velar" "3" "ga.3.3.mp3" "ga_v3_b3" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ga-ma" "3-2" 0.0288986920135984
61 "ma" 112704 6 "labial" "2" "ma.1.2.mp3" "ma_v2_b3" "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ga-ma" "3-2" 0.0288986920135984
62 "fa" 114196 6 "labio-dental" "3" "fa.1.3.mp3" "fa_v3_b3" "Lab" "Vls" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ma" "3-2" 0.015844076735163
63 "ga" 115705 6 "velar" "2" "ga.2.2.mp3" "ga_v2_b3" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ga" "3-2" 0.0149696643348424
64 "sha" 117197 6 "palato-alveolar" "1" "sha.1.1.mp3" "sha_v1_b3" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ga" "1-2" 0.0180389145793569
65 "ta" 118705 6 "alveolar" "2" "ta.1.2.mp3" "ta_v2_b2" "Alv" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ta" "1-2" 0.0486434393382033
66 "ga" 120198 6 "velar" "1" "ga.3.1.mp3" "ga_v1_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ga-ta" "1-2" 0.0177160218315514
67 "va" 121706 6 "labio-dental" "2" "va.1.2.mp3" "va_v2_b3" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-ga" "1-2" 0.0563801508019679
68 "ga" 123198 6 "velar" "3" "ga.1.3.mp3" "ga_v3_b3" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-ga" "3-2" 0.0563801508019679
69 "SH_a" 124707 6 "palato-alveolar" "1" "SH_a.1.1.mp3" "SH_a_v1_b3" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-ga" "1-3" 0.123287666201073
70 "null" 126199 6 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
71 "na" 130195 6 "alveolar" "2" "na.3.2.mp3" "na_v2_b3" "Alv" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-na" "null-2" NA
72 "null" 131703 6 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
73 "da" 135699 6 "alveolar" "4" "da.2.4.mp3" "da_v4_b3" "Alv" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-da" "null-4" NA
74 "fa" 137207 6 "labio-dental" "1" "fa.1.1.mp3" "fa_v1_b3" "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-da" "1-4" 0.0246326507930114
75 "ka" 138699 6 "velar" "2" "ka.2.2.mp3" "ka_v2_b3" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-fa" "1-2" 0.0763014313858586
76 "sha" 140208 6 "palato-alveolar" "4" "sha.2.4.mp3" "sha_v4_b3" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ka" "4-2" 0.0431383354927817
77 "va" 141700 6 "labio-dental" "3" "va.3.3.mp3" "va_v3_b2" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "4-3" 0.019665034907335
78 "SH_a" 143209 6 "palato-alveolar" "3" "SH_a.3.3.mp3" "SH_a_v3_b3" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "va-SH_a" "3-3" 0.0276139152481812
79 "SH_a" 144701 6 "palato-alveolar" "4" "SH_a.1.4.mp3" "SH_a_v4_b3" "Pal" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "SH_a-SH_a" "4-3" NA
80 "tha" 146210 6 "dental" "3" "tha.1.3.mp3" "tha_v3_b3" "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "4-3" 0.0163735463965243
81 "pa" 147702 6 "labial" "1" "pa.2.1.mp3" "pa_v1_b2" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-tha" "1-3" 0.127757236025028
82 "ta" 149210 6 "alveolar" "3" "ta.1.3.mp3" "ta_v3_b2" "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-ta" "1-3" 0.234360535518008
83 "ba" 150702 6 "labial" "4" "ba.2.4.mp3" "ba_v4_b3" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-ta" "4-3" 0.0137873747502122
84 "da" 152261 6 "alveolar" "2" "da.2.2.mp3" "da_v2_b2" "Alv" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-da" "4-2" 0.0574770260349013
85 "pa" 153703 6 "labial" "1" "pa.3.1.mp3" "pa_v1_b3" "Lab" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "1-2" 0.022685051914619
86 "ga" 155195 6 "velar" "1" "ga.2.1.mp3" "ga_v1_b3" "Vel" "Vcd" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "pa-ga" "1-1" 0.0159491621223005
87 "pa" 156704 6 "labial" "3" "pa.4.3.mp3" "pa_v3_b2" "Lab" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ga" "1-3" 0.0159491621223005
88 "tha" 158196 6 "dental" "2" "tha.2.2.mp3" "tha_v2_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-tha" "3-2" 0.127757236025028
89 "va" 159705 6 "labio-dental" "2" "va.2.2.mp3" "va_v2_b3" "Lab" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "va-tha" "2-2" 0.0427058614883721
90 "sha" 161197 6 "palato-alveolar" "4" "sha.3.4.mp3" "sha_v4_b3" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "4-2" 0.019665034907335
91 "TH_a" 162705 6 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b2" "Dent" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "sha-TH_a" "4-4" 0.0181476535647975
92 "ta" 164198 6 "alveolar" "2" "ta.3.2.mp3" "ta_v2_b3" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ta" "4-2" 0.018398855471175
93 "tha" 165706 6 "dental" "4" "tha.2.4.mp3" "tha_v4_b3" "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "tha-ta" "4-2" 0.0773941774325793
94 "SH_a" 167198 6 "palato-alveolar" "3" "SH_a.2.3.mp3" "SH_a_v3_b3" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "4-3" 0.0163735463965243
95 "ka" 168707 6 "velar" "3" "ka.5.3.mp3" "ka_v3_b2" "Vel" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-SH_a" "3-3" 0.0194871835121784
96 "ta" 170199 6 "alveolar" "4" "ta.2.4.mp3" "ta_v4_b3" "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "4-3" 0.235462958598024
97 "fa" 171708 6 "labio-dental" "2" "fa.3.2.mp3" "fa_v2_b2" "Lab" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "fa-ta" "4-2" 0.0578158780927524
98 "da" 173200 6 "alveolar" "2" "da.3.2.mp3" "da_v2_b2" "Alv" "Vcd" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "fa-da" "2-2" 0.0246326507930114
99 "va" 174708 6 "labio-dental" "1" "va.3.1.mp3" "va_v1_b3" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-da" "1-2" 0.0576268048212968
100 "sa" 176201 6 "alveolar" "1" "sa.2.1.mp3" "sa_v1_b3" "Alv" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "va-sa" "1-1" 0.0231050611407216
101 "ga" 177709 6 "velar" "2" "ga.2.2.mp3" "ga_v2_b3" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ga-sa" "1-2" 0.0316847383912621
102 "TH_a" 179201 6 "dental" "1" "TH_a.2.1.mp3" "TH_a_v1_b2" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ga" "1-2" 0.120990305857703
103 "pa" 180710 6 "labial" "4" "pa.3.4.mp3" "pa_v4_b3" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "1-4" 0.0267101935592846
