"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
15 "fa" 31210 10 "labio-dental" "4" "fa.2.4.mp3" "fa_v4_b4" "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-da" "1-4" 0.0246326507930114
16 "ma" 32702 10 "labial" "4" "ma.3.4.mp3" "ma_v4_b4" "Lab" "Vcd" "Nas" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "fa-ma" "4-4" 0.015844076735163
17 "da" 34210 10 "alveolar" "3" "da.1.3.mp3" "da_v3_b4" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-ma" "4-3" 0.0227881412430219
18 "sha" 35702 10 "palato-alveolar" "2" "sha.2.2.mp3" "sha_v2_b4" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-da" "3-2" 0.0319921225828632
19 "za" 37195 10 "alveolar" "4" "za.3.4.mp3" "za_v4_b4" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "4-2" 0.0167885857759985
20 "sha" 38703 10 "palato-alveolar" "1" "sha.1.1.mp3" "sha_v1_b4" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "1-4" 0.0167885857759985
21 "ga" 40195 10 "velar" "3" "ga.2.3.mp3" "ga_v3_b4" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ga" "1-3" 0.0180389145793569
22 "sa" 41704 10 "alveolar" "4" "sa.2.4.mp3" "sa_v4_b4" "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ga-sa" "4-3" 0.0316847383912621
23 "ga" 43196 10 "velar" "4" "ga.1.4.mp3" "ga_v4_b4" "Vel" "Vcd" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ga-sa" "4-4" 0.0316847383912621
24 "sha" 44705 10 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b4" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ga" "4-3" 0.0180389145793569
25 "da" 46213 10 "alveolar" "4" "da.1.4.mp3" "da_v4_b4" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-da" "4-3" 0.0319921225828632
26 "tha" 47705 10 "dental" "3" "tha.2.3.mp3" "tha_v3_b4" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-da" "4-3" 0.0388604052514422
27 "da" 49198 10 "alveolar" "2" "da.2.2.mp3" "da_v2_b4" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-da" "3-2" 0.0388604052514422
28 "sa" 50706 10 "alveolar" "3" "sa.3.3.mp3" "sa_v3_b4" "Alv" "Vls" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "da-sa" "3-2" 0.0291248697204559
29 "ba" 52198 10 "labial" "4" "ba.2.4.mp3" "ba_v4_b4" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sa" "4-3" 0.0254946378214668
30 "sa" 53707 10 "alveolar" "1" "sa.3.1.mp3" "sa_v1_b4" "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sa" "1-4" 0.0254946378214668
31 "SH_a" 55199 10 "palato-alveolar" "3" "SH_a.1.3.mp3" "SH_a_v3_b4" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-sa" "1-3" 0.0223709151466559
32 "pa" 56708 10 "labial" "2" "pa.2.2.mp3" "pa_v2_b4" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "3-2" 0.0171270060098082
33 "sha" 58200 10 "palato-alveolar" "4" "sha.3.4.mp3" "sha_v4_b4" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-pa" "4-2" 0.0364423259600863
34 "ta" 59708 10 "alveolar" "2" "ta.2.2.mp3" "ta_v2_b4" "Alv" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ta" "4-2" 0.0486434393382033
35 "ba" 61201 10 "labial" "2" "ba.1.2.mp3" "ba_v2_b4" "Lab" "Vcd" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ba-ta" "2-2" 0.0137873747502122
36 "za" 62709 10 "alveolar" "3" "za.3.3.mp3" "za_v3_b4" "Alv" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-za" "3-2" 0.0565234331615674
37 "ga" 64218 10 "velar" "1" "ga.3.1.mp3" "ga_v1_b4" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-ga" "1-3" 0.139643669311959
38 "ta" 65710 10 "alveolar" "3" "ta.3.3.mp3" "ta_v3_b4" "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ga-ta" "1-3" 0.0177160218315514
39 "fa" 67202 10 "labio-dental" "1" "fa.3.1.mp3" "fa_v1_b4" "Lab" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "fa-ta" "1-3" 0.0578158780927524
40 "ba" 68695 10 "labial" "1" "ba.2.1.mp3" "ba_v1_b4" "Lab" "Vcd" "Stop" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ba-fa" "1-1" 0.0466941484832373
41 "ma" 70286 10 "labial" "3" "ma.2.3.mp3" "ma_v3_b4" "Lab" "Vcd" "Nas" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-ma" "1-3" 0.0389983712671896
42 "na" 71695 10 "alveolar" "3" "na.3.3.mp3" "na_v3_b4" "Alv" "Vcd" "Nas" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "repVoice" "na-ma" "3-3" 0.155104727857231
43 "ma" 73204 10 "labial" "1" "ma.1.1.mp3" "ma_v1_b4" "Lab" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "1-3" 0.155104727857231
44 "ma" 74696 10 "labial" "2" "ma.1.2.mp3" "ma_v2_b4" "Lab" "Vcd" "Nas" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "ma-ma" "1-2" NA
45 "null" 76204 10 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
46 "ka" 80200 10 "velar" "1" "ka.2.1.mp3" "ka_v1_b4" "Vel" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ka" "null-1" NA
47 "ta" 81708 10 "alveolar" "4" "ta.1.4.mp3" "ta_v4_b4" "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "1-4" 0.235462958598024
48 "sa" 83201 10 "alveolar" "4" "sa.2.4.mp3" "sa_v4_b4" "Alv" "Vls" "Fric" "repcatvoice" "repcatvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ta-sa" "4-4" 0.0494081258190988
49 "sha" 84709 10 "palato-alveolar" "3" "sha.1.3.mp3" "sha_v3_b4" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-sa" "4-3" 0.113246765824953
50 "sa" 86201 10 "alveolar" "3" "sa.1.3.mp3" "sa_v3_b4" "Alv" "Vls" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "repVoice" "sha-sa" "3-3" 0.113246765824953
51 "fa" 87710 10 "labio-dental" "1" "fa.2.1.mp3" "fa_v1_b4" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-sa" "1-3" 0.0673755969649652
52 "TH_a" 89202 10 "dental" "2" "TH_a.2.2.mp3" "TH_a_v2_b4" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-fa" "1-2" 0.0336796104980624
53 "null" 90695 10 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
54 "sha" 94706 10 "palato-alveolar" "1" "sha.3.1.mp3" "sha_v1_b4" "Pal" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sha" "null-1" NA
55 "pa" 96198 10 "labial" "1" "pa.3.1.mp3" "pa_v1_b4" "Lab" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "sha-pa" "1-1" 0.0364423259600863
56 "tha" 97707 10 "dental" "1" "tha.3.1.mp3" "tha_v1_b4" "Dent" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "pa-tha" "1-1" 0.127757236025028
57 "pa" 99199 10 "labial" "3" "pa.4.3.mp3" "pa_v3_b4" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-tha" "1-3" 0.127757236025028
58 "va" 100708 10 "labio-dental" "2" "va.2.2.mp3" "va_v2_b4" "Lab" "Vcd" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-va" "3-2" 0.0205061465402239
59 "da" 102250 10 "alveolar" "1" "da.3.1.mp3" "da_v1_b4" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-da" "1-2" 0.0576268048212968
60 "va" 103708 10 "labio-dental" "3" "va.1.3.mp3" "va_v3_b4" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-da" "1-3" 0.0576268048212968
61 "pa" 105201 10 "labial" "4" "pa.3.4.mp3" "pa_v4_b4" "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-va" "4-3" 0.0205061465402239
62 "ma" 106709 10 "labial" "2" "ma.3.2.mp3" "ma_v2_b4" "Lab" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "4-2" 0.0264609848441258
63 "pa" 108201 10 "labial" "1" "pa.2.1.mp3" "pa_v1_b4" "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "1-2" 0.0264609848441258
64 "null" 109710 10 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
65 "ba" 113705 10 "labial" "3" "ba.3.3.mp3" "ba_v3_b4" "Lab" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ba" "null-3" NA
66 "tha" 115198 10 "dental" "2" "tha.2.2.mp3" "tha_v2_b4" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-tha" "3-2" 0.0444361928288333
67 "ba" 116706 10 "labial" "1" "ba.1.1.mp3" "ba_v1_b4" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-tha" "1-2" 0.0444361928288333
68 "sha" 118198 10 "palato-alveolar" "2" "sha.2.2.mp3" "sha_v2_b4" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sha" "1-2" 0.0119045348638785
69 "na" 119707 10 "alveolar" "4" "na.1.4.mp3" "na_v4_b4" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sha" "4-2" 0.0123102996706557
70 "SH_a" 121199 10 "palato-alveolar" "4" "SH_a.2.4.mp3" "SH_a_v4_b4" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-SH_a" "4-4" 0.0303880622037938
71 "ta" 122708 10 "alveolar" "1" "ta.3.1.mp3" "ta_v1_b4" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "1-4" 0.0188530700580233
72 "TH_a" 124200 10 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b4" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ta" "1-4" 0.018398855471175
73 "fa" 125708 10 "labio-dental" "4" "fa.1.4.mp3" "fa_v4_b4" "Lab" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "TH_a-fa" "4-4" 0.0336796104980624
74 "ga" 127201 10 "velar" "2" "ga.2.2.mp3" "ga_v2_b4" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ga" "4-2" 0.0149696643348424
75 "na" 128709 10 "alveolar" "1" "na.1.1.mp3" "na_v1_b4" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ga" "1-2" 0.0301743677158778
76 "za" 130268 10 "alveolar" "1" "za.2.1.mp3" "za_v1_b4" "Alv" "Vcd" "Fric" "repcatvoice" "repcatvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-za" "1-1" 0.0175448260161758
77 "ta" 131710 10 "alveolar" "2" "ta.1.2.mp3" "ta_v2_b4" "Alv" "Vls" "Stop" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ta" "1-2" 0.0233811261053915
78 "pa" 133202 10 "labial" "3" "pa.4.3.mp3" "pa_v3_b4" "Lab" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-ta" "3-2" 0.234360535518008
79 "da" 134695 10 "alveolar" "4" "da.1.4.mp3" "da_v4_b4" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "4-3" 0.022685051914619
80 "ka" 136203 10 "velar" "4" "ka.1.4.mp3" "ka_v4_b4" "Vel" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ka-da" "4-4" 0.0188136951680179
81 "ga" 137695 10 "velar" "4" "ga.3.4.mp3" "ga_v4_b4" "Vel" "Vcd" "Stop" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "repVoice" "ka-ga" "4-4" 0.0256297494333007
82 "ka" 139204 10 "velar" "2" "ka.4.2.mp3" "ka_v2_b4" "Vel" "Vls" "Stop" "repcat" "diffcat" "repcat" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "diffVoice" "ka-ga" "4-2" 0.0256297494333007
83 "fa" 140696 10 "labio-dental" "2" "fa.1.2.mp3" "fa_v2_b4" "Lab" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "ka-fa" "2-2" 0.0763014313858586
84 "sha" 142204 10 "palato-alveolar" "4" "sha.1.4.mp3" "sha_v4_b4" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "4-2" 0.0279206459825738
85 "null" 143696 10 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
86 "ma" 147708 10 "labial" "1" "ma.2.1.mp3" "ma_v1_b4" "Lab" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ma" "null-1" NA
87 "ba" 149201 10 "labial" "2" "ba.2.2.mp3" "ba_v2_b4" "Lab" "Vcd" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-ma" "1-2" 0.0389983712671896
88 "da" 150709 10 "alveolar" "3" "da.3.3.mp3" "da_v3_b4" "Alv" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-da" "3-2" 0.0574770260349013
89 "null" 152201 10 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
90 "na" 156197 10 "alveolar" "1" "na.3.1.mp3" "na_v1_b4" "Alv" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-na" "null-1" NA
91 "na" 157705 10 "alveolar" "2" "na.2.2.mp3" "na_v2_b4" "Alv" "Vcd" "Nas" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-na" "1-2" NA
92 "va" 159214 10 "labio-dental" "1" "va.3.1.mp3" "va_v1_b4" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-2" 0.0241080367661359
93 "ba" 160706 10 "labial" "4" "ba.1.4.mp3" "ba_v4_b4" "Lab" "Vcd" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-va" "1-4" 0.20948219453299
94 "SH_a" 162215 10 "palato-alveolar" "1" "SH_a.3.1.mp3" "SH_a_v1_b4" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-SH_a" "1-4" 0.0284752464955132
95 "tha" 163707 10 "dental" "2" "tha.3.2.mp3" "tha_v2_b4" "Dent" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-tha" "1-2" 0.0163735463965243
96 "ta" 165199 10 "alveolar" "1" "ta.2.1.mp3" "ta_v1_b4" "Alv" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "tha-ta" "1-2" 0.0773941774325793
97 "ga" 166708 10 "velar" "2" "ga.1.2.mp3" "ga_v2_b4" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ga-ta" "1-2" 0.0177160218315514
98 "TH_a" 168200 10 "dental" "3" "TH_a.1.3.mp3" "TH_a_v3_b4" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ga" "3-2" 0.120990305857703
99 "sha" 169708 10 "palato-alveolar" "1" "sha.1.1.mp3" "sha_v1_b4" "Pal" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-TH_a" "1-3" 0.0181476535647975
100 "va" 171201 10 "labio-dental" "4" "va.3.4.mp3" "va_v4_b4" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-va" "1-4" 0.019665034907335
101 "sa" 172709 10 "alveolar" "2" "sa.3.2.mp3" "sa_v2_b4" "Alv" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "va-sa" "4-2" 0.0231050611407216
102 "na" 174201 10 "alveolar" "3" "na.1.3.mp3" "na_v3_b4" "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sa" "3-2" 0.0139257103845774
