"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
76 "na" 135004 2 "alveolar" "2" "na.2.2.mp3" "na_v2_b1" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-na" "3-2" 0.024819469330927
77 "ga" 136513 2 "velar" "3" "ga.1.3.mp3" "ga_v3_b1" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ga" "3-2" 0.0301743677158778
78 "fa" 138005 2 "labio-dental" "3" "fa.2.3.mp3" "fa_v3_b1" "Lab" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "fa-ga" "3-3" 0.0149696643348424
79 "ma" 139513 2 "labial" "1" "ma.2.1.mp3" "ma_v1_b1" "Lab" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ma" "1-3" 0.015844076735163
80 "TH_a" 141005 2 "dental" "3" "TH_a.1.3.mp3" "TH_a_v3_b1" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ma" "1-3" 0.0369138726513164
81 "da" 142514 2 "alveolar" "2" "da.1.2.mp3" "da_v2_b1" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-da" "3-2" 0.0935151222471963
82 "null" 144006 2 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
83 "pa" 148018 2 "labial" "1" "pa.1.1.mp3" "pa_v1_b1" "Lab" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-pa" "null-1" NA
84 "null" 149510 2 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
85 "SH_a" 153506 2 "palato-alveolar" "3" "SH_a.3.3.mp3" "SH_a_v3_b1" "Pal" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-SH_a" "null-3" NA
86 "ba" 155014 2 "labial" "4" "ba.3.4.mp3" "ba_v4_b1" "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-SH_a" "4-3" 0.0284752464955132
87 "SH_a" 156507 2 "palato-alveolar" "2" "SH_a.2.2.mp3" "SH_a_v2_b1" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-SH_a" "4-2" 0.0284752464955132
88 "fa" 158015 2 "labio-dental" "1" "fa.1.1.mp3" "fa_v1_b1" "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "fa-SH_a" "1-2" 0.0109549380134048
89 "TH_a" 159507 2 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b1" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-fa" "1-4" 0.0336796104980624
90 "SH_a" 161016 2 "palato-alveolar" "4" "SH_a.1.4.mp3" "SH_a_v4_b1" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "TH_a-SH_a" "4-4" 0.0354052643338604
91 "za" 162508 2 "alveolar" "4" "za.1.4.mp3" "za_v4_b1" "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "za-SH_a" "4-4" 0.138178965310133
92 "sa" 164017 2 "alveolar" "3" "sa.1.3.mp3" "sa_v3_b1" "Alv" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sa" "4-3" 0.0344734172749872
93 "va" 165509 2 "labio-dental" "3" "va.1.3.mp3" "va_v3_b1" "Lab" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "va-sa" "3-3" 0.0231050611407216
94 "za" 167017 2 "alveolar" "3" "za.2.3.mp3" "za_v3_b1" "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "za-va" "3-3" 0.0811683241180293
95 "SH_a" 168510 2 "palato-alveolar" "4" "SH_a.3.4.mp3" "SH_a_v4_b1" "Pal" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-SH_a" "4-3" 0.138178965310133
96 "TH_a" 170018 2 "dental" "1" "TH_a.3.1.mp3" "TH_a_v1_b1" "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-SH_a" "1-4" 0.0354052643338604
97 "fa" 171510 2 "labio-dental" "2" "fa.1.2.mp3" "fa_v2_b1" "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-fa" "1-2" 0.0336796104980624
98 "za" 173019 2 "alveolar" "2" "za.3.2.mp3" "za_v2_b1" "Alv" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "za-fa" "2-2" 0.017564189078639
99 "null" 174511 2 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
100 "sha" 178507 2 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b1" "Pal" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-sha" "null-2" NA
101 "za" 180015 2 "alveolar" "1" "za.3.1.mp3" "za_v1_b1" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sha" "1-2" 0.0167885857759985
102 "na" 181507 2 "alveolar" "3" "na.1.3.mp3" "na_v3_b1" "Alv" "Vcd" "Nas" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-za" "1-3" 0.0175448260161758
103 "za" 183016 2 "alveolar" "4" "za.1.4.mp3" "za_v4_b1" "Alv" "Vcd" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-za" "4-3" 0.0175448260161758
