"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
18 "ta" 35699 4 "alveolar" "2" "ta.1.2.mp3" "ta_v2_b2" "Alv" "Vls" "Stop" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "da-ta" "3-2" 0.0210098839279326
19 "ta" 37208 4 "alveolar" "4" "ta.2.4.mp3" "ta_v4_b2" "Alv" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ta-ta" "4-2" NA
20 "pa" 38700 4 "labial" "4" "pa.3.4.mp3" "pa_v4_b2" "Lab" "Vls" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "repVoice" "pa-ta" "4-4" 0.234360535518008
21 "pa" 40209 4 "labial" "2" "pa.1.2.mp3" "pa_v2_b2" "Lab" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-pa" "4-2" NA
22 "ba" 41701 4 "labial" "1" "ba.3.1.mp3" "ba_v1_b2" "Lab" "Vcd" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-pa" "1-2" 0.0224225492966449
23 "ba" 43209 4 "labial" "3" "ba.1.3.mp3" "ba_v3_b2" "Lab" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ba-ba" "1-3" NA
24 "pa" 44702 4 "labial" "1" "pa.2.1.mp3" "pa_v1_b2" "Lab" "Vls" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-pa" "1-3" 0.0224225492966449
25 "ta" 46210 4 "alveolar" "3" "ta.2.3.mp3" "ta_v3_b1" "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-ta" "1-3" 0.234360535518008
26 "null" 47702 4 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
27 "na" 51698 4 "alveolar" "4" "na.3.4.mp3" "na_v4_b2" "Alv" "Vcd" "Nas" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-na" "null-4" NA
28 "na" 53206 4 "alveolar" "3" "na.2.3.mp3" "na_v3_b2" "Alv" "Vcd" "Nas" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-na" "4-3" NA
29 "da" 54699 4 "alveolar" "4" "da.2.4.mp3" "da_v4_b2" "Alv" "Vcd" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-da" "4-3" 0.0303140877460462
30 "va" 56207 4 "labio-dental" "2" "va.2.2.mp3" "va_v2_b2" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-da" "4-2" 0.0576268048212968
31 "fa" 57699 4 "labio-dental" "4" "fa.2.4.mp3" "fa_v4_b2" "Lab" "Vls" "Fric" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "fa-va" "4-2" 0.0350449700943268
32 "SH_a" 59208 4 "palato-alveolar" "2" "SH_a.1.2.mp3" "SH_a_v2_b1" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "fa-SH_a" "4-2" 0.0109549380134048
33 "fa" 60700 4 "labio-dental" "1" "fa.1.1.mp3" "fa_v1_b2" "Lab" "Vls" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "fa-SH_a" "1-2" 0.0109549380134048
34 "da" 62209 4 "alveolar" "2" "da.2.2.mp3" "da_v2_b1" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-da" "1-2" 0.0246326507930114
35 "sha" 63701 4 "palato-alveolar" "3" "sha.1.3.mp3" "sha_v3_b2" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-da" "3-2" 0.0319921225828632
36 "ba" 65209 4 "labial" "4" "ba.1.4.mp3" "ba_v4_b2" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sha" "4-3" 0.0119045348638785
37 "ta" 66702 4 "alveolar" "4" "ta.5.4.mp3" "ta_v4_b2" "Alv" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ba-ta" "4-4" 0.0137873747502122
38 "na" 68210 4 "alveolar" "2" "na.1.2.mp3" "na_v2_b2" "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "4-2" 0.0196978714889416
39 "SH_a" 69702 4 "palato-alveolar" "1" "SH_a.3.1.mp3" "SH_a_v1_b2" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "1-2" 0.0303880622037938
40 "ka" 71195 4 "velar" "2" "ka.3.2.mp3" "ka_v2_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-SH_a" "1-2" 0.0194871835121784
41 "ma" 72703 4 "labial" "2" "ma.2.2.mp3" "ma_v2_b2" "Lab" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-ma" "2-2" 0.0211926015219386
42 "TH_a" 74195 4 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b1" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ma" "4-2" 0.0369138726513164
43 "ma" 75704 4 "labial" "4" "ma.3.4.mp3" "ma_v4_b2" "Lab" "Vcd" "Nas" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "TH_a-ma" "4-4" 0.0369138726513164
44 "pa" 77196 4 "labial" "3" "pa.4.3.mp3" "pa_v3_b2" "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-ma" "4-3" 0.0264609848441258
45 "SH_a" 78705 4 "palato-alveolar" "3" "SH_a.2.3.mp3" "SH_a_v3_b2" "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-SH_a" "3-3" 0.0171270060098082
46 "pa" 80197 4 "labial" "2" "pa.2.2.mp3" "pa_v2_b2" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-SH_a" "3-2" 0.0171270060098082
47 "za" 81705 4 "alveolar" "2" "za.1.2.mp3" "za_v2_b2" "Alv" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "za-pa" "2-2" 0.0262303501492357
48 "null" 83197 4 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
49 "za" 87209 4 "alveolar" "1" "za.2.1.mp3" "za_v1_b2" "Alv" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-za" "null-1" NA
50 "ba" 88702 4 "labial" "2" "ba.3.2.mp3" "ba_v2_b2" "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-za" "1-2" 0.0565234331615674
51 "TH_a" 90210 4 "dental" "1" "TH_a.1.1.mp3" "TH_a_v1_b2" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-TH_a" "1-2" 0.14699289863621
52 "ga" 91702 4 "velar" "3" "ga.2.3.mp3" "ga_v3_b2" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-ga" "1-3" 0.120990305857703
53 "ta" 93195 4 "alveolar" "2" "ta.1.2.mp3" "ta_v2_b2" "Alv" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ga-ta" "3-2" 0.0177160218315514
54 "za" 94703 4 "alveolar" "4" "za.3.4.mp3" "za_v4_b2" "Alv" "Vcd" "Fric" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ta" "4-2" 0.0233811261053915
55 "SH_a" 96195 4 "palato-alveolar" "4" "SH_a.2.4.mp3" "SH_a_v4_b2" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "za-SH_a" "4-4" 0.138178965310133
56 "sha" 97704 4 "palato-alveolar" "4" "sha.3.4.mp3" "sha_v4_b2" "Pal" "Vls" "Fric" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "repVoice" "sha-SH_a" "4-4" 0.0127643633516016
57 "tha" 99196 4 "dental" "1" "tha.1.1.mp3" "tha_v1_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-tha" "1-4" 0.0442934452101461
58 "null" 100705 4 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
59 "va" 104700 4 "labio-dental" "1" "va.3.1.mp3" "va_v1_b2" "Lab" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-va" "null-1" NA
60 "za" 106209 4 "alveolar" "3" "za.2.3.mp3" "za_v3_b2" "Alv" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-va" "1-3" 0.0811683241180293
61 "da" 107701 4 "alveolar" "2" "da.1.2.mp3" "da_v2_b2" "Alv" "Vcd" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-da" "3-2" 0.107120141382959
62 "pa" 109209 4 "labial" "4" "pa.3.4.mp3" "pa_v4_b2" "Lab" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "4-2" 0.022685051914619
63 "ka" 110702 4 "velar" "3" "ka.7.3.mp3" "ka_v3_b2" "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-pa" "4-3" 0.426229651083637
64 "ga" 112210 4 "velar" "1" "ga.3.1.mp3" "ga_v1_b2" "Vel" "Vcd" "Stop" "repcat" "diffcat" "repcat" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "diffVoice" "ka-ga" "1-3" 0.0256297494333007
65 "ka" 113702 4 "velar" "1" "ka.2.1.mp3" "ka_v1_b2" "Vel" "Vls" "Stop" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "repVoice" "ka-ga" "1-1" 0.0256297494333007
66 "pa" 115195 4 "labial" "3" "pa.3.3.mp3" "pa_v3_b2" "Lab" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-pa" "1-3" 0.426229651083637
67 "tha" 116703 4 "dental" "4" "tha.3.4.mp3" "tha_v4_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-tha" "4-3" 0.127757236025028
68 "sha" 118195 4 "palato-alveolar" "2" "sha.1.2.mp3" "sha_v2_b2" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-tha" "4-2" 0.0442934452101461
69 "SH_a" 119704 4 "palato-alveolar" "4" "SH_a.1.4.mp3" "SH_a_v4_b2" "Pal" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-SH_a" "4-2" 0.0127643633516016
70 "TH_a" 121196 4 "dental" "3" "TH_a.2.3.mp3" "TH_a_v3_b2" "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-SH_a" "4-3" 0.0354052643338604
71 "za" 122705 4 "alveolar" "1" "za.3.1.mp3" "za_v1_b2" "Alv" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-TH_a" "1-3" 0.163608918306741
72 "TH_a" 124197 4 "dental" "3" "TH_a.1.3.mp3" "TH_a_v3_b2" "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-TH_a" "1-3" 0.163608918306741
73 "tha" 125705 4 "dental" "2" "tha.3.2.mp3" "tha_v2_b2" "Dent" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "3-2" 0.0316024894543282
74 "fa" 127197 4 "labio-dental" "3" "fa.2.3.mp3" "fa_v3_b2" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "3-2" 0.424635788228768
75 "ka" 128706 4 "velar" "4" "ka.3.4.mp3" "ka_v4_b2" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-fa" "4-3" 0.0763014313858586
76 "sha" 130198 4 "palato-alveolar" "4" "sha.2.4.mp3" "sha_v4_b2" "Pal" "Vls" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "sha-ka" "4-4" 0.0431383354927817
77 "pa" 131707 4 "labial" "1" "pa.1.1.mp3" "pa_v1_b2" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-pa" "1-4" 0.0364423259600863
78 "ga" 133199 4 "velar" "2" "ga.3.2.mp3" "ga_v2_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ga" "1-2" 0.0159491621223005
79 "fa" 134708 4 "labio-dental" "1" "fa.1.1.mp3" "fa_v1_b2" "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ga" "1-2" 0.0149696643348424
80 "ga" 136200 4 "velar" "3" "ga.2.3.mp3" "ga_v3_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ga" "1-3" 0.0149696643348424
81 "sa" 137708 4 "alveolar" "3" "sa.1.3.mp3" "sa_v3_b2" "Alv" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ga-sa" "3-3" 0.0316847383912621
82 "ba" 139200 4 "labial" "1" "ba.2.1.mp3" "ba_v1_b2" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sa" "1-3" 0.0254946378214668
83 "SH_a" 140709 4 "palato-alveolar" "1" "SH_a.3.1.mp3" "SH_a_v1_b2" "Pal" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "ba-SH_a" "1-1" 0.0284752464955132
84 "ta" 142201 4 "alveolar" "1" "ta.3.1.mp3" "ta_v1_b2" "Alv" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "SH_a-ta" "1-1" 0.0188530700580233
85 "TH_a" 143710 4 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b2" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ta" "1-4" 0.018398855471175
86 "ka" 145202 4 "velar" "2" "ka.4.2.mp3" "ka_v2_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ka" "4-2" 0.0212738357864609
87 "za" 146695 4 "alveolar" "4" "za.1.4.mp3" "za_v4_b2" "Alv" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ka" "4-2" 0.0228770680919328
88 "ka" 148203 4 "velar" "1" "ka.2.1.mp3" "ka_v1_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "za-ka" "1-4" 0.0228770680919328
89 "TH_a" 149695 4 "dental" "2" "TH_a.3.2.mp3" "TH_a_v2_b2" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ka" "1-2" 0.0212738357864609
90 "pa" 151203 4 "labial" "1" "pa.2.1.mp3" "pa_v1_b2" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "1-2" 0.0267101935592846
91 "ma" 152696 4 "labial" "1" "ma.1.1.mp3" "ma_v1_b2" "Lab" "Vcd" "Nas" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-ma" "1-1" 0.0264609848441258
92 "za" 154204 4 "alveolar" "3" "za.3.3.mp3" "za_v3_b2" "Alv" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-ma" "1-3" 0.021986226035663
93 "ta" 155696 4 "alveolar" "3" "ta.1.3.mp3" "ta_v3_b2" "Alv" "Vls" "Stop" "repcatvoice" "repvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "za-ta" "3-3" 0.0233811261053915
94 "SH_a" 157205 4 "palato-alveolar" "2" "SH_a.2.2.mp3" "SH_a_v2_b2" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "3-2" 0.0188530700580233
95 "na" 158697 4 "alveolar" "1" "na.3.1.mp3" "na_v1_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "1-2" 0.0303880622037938
96 "va" 160206 4 "labio-dental" "3" "va.2.3.mp3" "va_v3_b2" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-3" 0.0241080367661359
97 "pa" 161698 4 "labial" "2" "pa.1.2.mp3" "pa_v2_b2" "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-va" "3-2" 0.0205061465402239
98 "null" 163206 4 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
99 "ta" 167202 4 "alveolar" "1" "ta.2.1.mp3" "ta_v1_b2" "Alv" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ta" "null-1" NA
100 "ka" 168695 4 "velar" "4" "ka.1.4.mp3" "ka_v4_b2" "Vel" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "1-4" 0.235462958598024
101 "ta" 170203 4 "alveolar" "3" "ta.3.3.mp3" "ta_v3_b2" "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "4-3" 0.235462958598024
102 "sa" 171695 4 "alveolar" "4" "sa.2.4.mp3" "sa_v4_b2" "Alv" "Vls" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-sa" "4-3" 0.0494081258190988
