"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
21 "ta" 45201 5 "alveolar" "4" "ta.5.4.mp3" "ta_v4_b2" "Alv" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "tha-ta" "4-4" 0.0773941774325793
22 "tha" 46710 5 "dental" "1" "tha.2.1.mp3" "tha_v1_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "tha-ta" "1-4" 0.0773941774325793
23 "tha" 48202 5 "dental" "2" "tha.1.2.mp3" "tha_v2_b2" "Dent" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-tha" "1-2" NA
24 "za" 49695 5 "alveolar" "2" "za.2.2.mp3" "za_v2_b2" "Alv" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "za-tha" "2-2" 0.0321029606059229
25 "ma" 51203 5 "labial" "2" "ma.2.2.mp3" "ma_v2_b2" "Lab" "Vcd" "Nas" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "za-ma" "2-2" 0.021986226035663
26 "ta" 52695 5 "alveolar" "1" "ta.3.1.mp3" "ta_v1_b2" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-ta" "1-2" 0.0223566002469745
27 "va" 54204 5 "labio-dental" "1" "va.2.1.mp3" "va_v1_b2" "Lab" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "va-ta" "1-1" 0.0244476238203606
28 "na" 55696 5 "alveolar" "3" "na.2.3.mp3" "na_v3_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-3" 0.0241080367661359
29 "pa" 57204 5 "labial" "1" "pa.1.1.mp3" "pa_v1_b2" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-pa" "1-3" 0.0165561898349846
30 "TH_a" 58697 5 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b2" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "1-4" 0.0267101935592846
31 "na" 60205 5 "alveolar" "4" "na.1.4.mp3" "na_v4_b2" "Alv" "Vcd" "Nas" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "na-TH_a" "4-4" 0.0285486924841155
32 "ta" 61697 5 "alveolar" "4" "ta.1.4.mp3" "ta_v4_b2" "Alv" "Vls" "Stop" "repcatvoice" "repvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-ta" "4-4" 0.0196978714889416
33 "ba" 63206 5 "labial" "1" "ba.2.1.mp3" "ba_v1_b2" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-ta" "1-4" 0.0137873747502122
34 "ga" 64698 5 "velar" "1" "ga.2.1.mp3" "ga_v1_b2" "Vel" "Vcd" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "repVoice" "ba-ga" "1-1" 0.0676804503863479
35 "ga" 66207 5 "velar" "4" "ga.2.4.mp3" "ga_v4_b2" "Vel" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ga-ga" "1-4" NA
36 "da" 67699 5 "alveolar" "2" "da.3.2.mp3" "da_v2_b2" "Alv" "Vcd" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-ga" "4-2" 0.33343711200749
37 "da" 69207 5 "alveolar" "3" "da.1.3.mp3" "da_v3_b2" "Alv" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "repVcd" "null" "diffVoice" "da-da" "3-2" NA
38 "ma" 70700 5 "labial" "1" "ma.1.1.mp3" "ma_v1_b2" "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-ma" "1-3" 0.0227881412430219
39 "na" 72208 5 "alveolar" "2" "na.3.2.mp3" "na_v2_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "1-2" 0.155104727857231
40 "ma" 73700 5 "labial" "3" "ma.3.3.mp3" "ma_v3_b2" "Lab" "Vcd" "Nas" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "null" "repNas" "repVcd" "null" "diffVoice" "na-ma" "3-2" 0.155104727857231
41 "ba" 75209 5 "labial" "2" "ba.1.2.mp3" "ba_v2_b2" "Lab" "Vcd" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-ma" "3-2" 0.0389983712671896
42 "TH_a" 76701 5 "dental" "3" "TH_a.1.3.mp3" "TH_a_v3_b2" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-TH_a" "3-2" 0.14699289863621
43 "ba" 78210 5 "labial" "4" "ba.2.4.mp3" "ba_v4_b2" "Lab" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-TH_a" "4-3" 0.14699289863621
44 "na" 79702 5 "alveolar" "1" "na.2.1.mp3" "na_v1_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-na" "1-4" 0.024819469330927
45 "ta" 81195 5 "alveolar" "2" "ta.2.2.mp3" "ta_v2_b2" "Alv" "Vls" "Stop" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "1-2" 0.0196978714889416
46 "va" 82703 5 "labio-dental" "4" "va.3.4.mp3" "va_v4_b2" "Lab" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "va-ta" "4-2" 0.0244476238203606
47 "ka" 84195 5 "velar" "2" "ka.3.2.mp3" "ka_v2_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-va" "4-2" 0.0224300675837212
48 "na" 85703 5 "alveolar" "1" "na.1.1.mp3" "na_v1_b2" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "1-2" 0.0213124542766724
49 "tha" 87195 5 "dental" "3" "tha.3.3.mp3" "tha_v3_b2" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-tha" "1-3" 0.0183207062173377
50 "ma" 88704 5 "labial" "4" "ma.2.4.mp3" "ma_v4_b2" "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ma" "4-3" 0.0211291928621254
51 "sha" 90196 5 "palato-alveolar" "1" "sha.1.1.mp3" "sha_v1_b2" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-ma" "1-4" 0.0125720064420188
52 "na" 91705 5 "alveolar" "2" "na.3.2.mp3" "na_v2_b2" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sha" "1-2" 0.0123102996706557
53 "pa" 93197 5 "labial" "2" "pa.2.2.mp3" "pa_v2_b2" "Lab" "Vls" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-pa" "2-2" 0.0165561898349846
54 "na" 94706 5 "alveolar" "3" "na.3.3.mp3" "na_v3_b2" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-pa" "3-2" 0.0165561898349846
55 "ka" 96198 5 "velar" "1" "ka.2.1.mp3" "ka_v1_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "1-3" 0.0213124542766724
56 "ma" 97706 5 "labial" "1" "ma.1.1.mp3" "ma_v1_b2" "Lab" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-ma" "1-1" 0.0211926015219386
57 "null" 99198 5 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
58 "ga" 103195 5 "velar" "2" "ga.1.2.mp3" "ga_v2_b2" "Vel" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ga" "null-2" NA
59 "sa" 104703 5 "alveolar" "4" "sa.1.4.mp3" "sa_v4_b2" "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ga-sa" "4-2" 0.0316847383912621
60 "TH_a" 106195 5 "dental" "1" "TH_a.2.1.mp3" "TH_a_v1_b2" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-sa" "1-4" 0.0250740393246598
61 "ga" 107703 5 "velar" "1" "ga.3.1.mp3" "ga_v1_b2" "Vel" "Vcd" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "TH_a-ga" "1-1" 0.120990305857703
62 "za" 109195 5 "alveolar" "4" "za.1.4.mp3" "za_v4_b2" "Alv" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-ga" "1-4" 0.139643669311959
63 "da" 110704 5 "alveolar" "1" "da.2.1.mp3" "da_v1_b2" "Alv" "Vcd" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-da" "1-4" 0.107120141382959
64 "ta" 112196 5 "alveolar" "3" "ta.2.3.mp3" "ta_v3_b2" "Alv" "Vls" "Stop" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "da-ta" "1-3" 0.0210098839279326
65 "ta" 113705 5 "alveolar" "1" "ta.3.1.mp3" "ta_v1_b2" "Alv" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "repAlv" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ta-ta" "1-3" NA
66 "sa" 115197 5 "alveolar" "2" "sa.2.2.mp3" "sa_v2_b2" "Alv" "Vls" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-sa" "1-2" 0.0494081258190988
67 "sha" 116706 5 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b2" "Pal" "Vls" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "repVoice" "sha-sa" "2-2" 0.113246765824953
68 "sha" 118198 5 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b2" "Pal" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-sha" "3-2" NA
69 "tha" 119706 5 "dental" "1" "tha.2.1.mp3" "tha_v1_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-tha" "1-3" 0.0442934452101461
70 "tha" 121198 5 "dental" "4" "tha.3.4.mp3" "tha_v4_b2" "Dent" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-tha" "1-4" NA
71 "fa" 122707 5 "labio-dental" "1" "fa.2.1.mp3" "fa_v1_b2" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "1-4" 0.424635788228768
72 "sha" 124199 5 "palato-alveolar" "4" "sha.3.4.mp3" "sha_v4_b2" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "1-4" 0.0279206459825738
73 "fa" 125708 5 "labio-dental" "2" "fa.1.2.mp3" "fa_v2_b2" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "4-2" 0.0279206459825738
74 "tha" 127200 5 "dental" "3" "tha.1.3.mp3" "tha_v3_b2" "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "3-2" 0.424635788228768
75 "sa" 128709 5 "alveolar" "1" "sa.2.1.mp3" "sa_v1_b2" "Alv" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-sa" "1-3" 0.15482586365123
76 "za" 130201 5 "alveolar" "3" "za.2.3.mp3" "za_v3_b2" "Alv" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "repAlv" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "za-sa" "1-3" 0.0344734172749872
77 "TH_a" 131709 5 "dental" "2" "TH_a.1.2.mp3" "TH_a_v2_b2" "Dent" "Vcd" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "za-TH_a" "3-2" 0.163608918306741
78 "da" 133201 5 "alveolar" "3" "da.3.3.mp3" "da_v3_b2" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "TH_a-da" "3-2" 0.0935151222471963
79 "na" 134710 5 "alveolar" "4" "na.2.4.mp3" "na_v4_b2" "Alv" "Vcd" "Nas" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-da" "4-3" 0.0303140877460462
80 "sa" 136202 5 "alveolar" "4" "sa.1.4.mp3" "sa_v4_b2" "Alv" "Vls" "Fric" "repcatvoice" "repvoice" "repvoice" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "na-sa" "4-4" 0.0139257103845774
81 "ba" 137695 5 "labial" "1" "ba.1.1.mp3" "ba_v1_b2" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ba-sa" "1-4" 0.0254946378214668
82 "tha" 139203 5 "dental" "1" "tha.1.1.mp3" "tha_v1_b2" "Dent" "Vls" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ba-tha" "1-1" 0.0444361928288333
83 "ga" 140695 5 "velar" "3" "ga.1.3.mp3" "ga_v3_b2" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-ga" "1-3" 0.0362150149431953
84 "null" 142204 5 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
85 "va" 146199 5 "labio-dental" "2" "va.1.2.mp3" "va_v2_b2" "Lab" "Vcd" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-va" "null-2" NA
86 "na" 147708 5 "alveolar" "1" "na.1.1.mp3" "na_v1_b2" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-2" 0.0241080367661359
87 "sha" 149200 5 "palato-alveolar" "2" "sha.1.2.mp3" "sha_v2_b2" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-sha" "1-2" 0.0123102996706557
88 "da" 150709 5 "alveolar" "2" "da.2.2.mp3" "da_v2_b2" "Alv" "Vcd" "Stop" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "sha-da" "2-2" 0.0319921225828632
89 "null" 152201 5 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
90 "pa" 156196 5 "labial" "3" "pa.3.3.mp3" "pa_v3_b2" "Lab" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-pa" "null-3" NA
91 "TH_a" 157705 5 "dental" "1" "TH_a.2.1.mp3" "TH_a_v1_b2" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "1-3" 0.0267101935592846
92 "ka" 159197 5 "velar" "4" "ka.2.4.mp3" "ka_v4_b2" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ka" "1-4" 0.0212738357864609
93 "SH_a" 160706 5 "palato-alveolar" "4" "SH_a.2.4.mp3" "SH_a_v4_b2" "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-SH_a" "4-4" 0.0194871835121784
94 "ta" 162198 5 "alveolar" "3" "ta.1.3.mp3" "ta_v3_b2" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "4-3" 0.0188530700580233
95 "na" 163706 5 "alveolar" "4" "na.2.4.mp3" "na_v4_b2" "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "4-3" 0.0196978714889416
96 "va" 165198 5 "labio-dental" "1" "va.2.1.mp3" "va_v1_b3" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-4" 0.0241080367661359
97 "pa" 166707 5 "labial" "1" "pa.1.1.mp3" "pa_v1_b2" "Lab" "Vls" "Stop" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-va" "1-1" 0.0205061465402239
98 "da" 168199 5 "alveolar" "4" "da.3.4.mp3" "da_v4_b2" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "1-4" 0.022685051914619
99 "SH_a" 169708 5 "palato-alveolar" "2" "SH_a.3.2.mp3" "SH_a_v2_b2" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-da" "4-2" 0.0888856874159333
100 "ga" 171200 5 "velar" "4" "ga.3.4.mp3" "ga_v4_b2" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-ga" "4-2" 0.123287666201073
101 "ta" 172709 5 "alveolar" "4" "ta.1.4.mp3" "ta_v4_b2" "Alv" "Vls" "Stop" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "repVoice" "ga-ta" "4-4" 0.0177160218315514
102 "pa" 174201 5 "labial" "4" "pa.3.4.mp3" "pa_v4_b2" "Lab" "Vls" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "repVoice" "pa-ta" "4-4" 0.234360535518008
103 "ba" 175709 5 "labial" "2" "ba.3.2.mp3" "ba_v2_b2" "Lab" "Vcd" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-pa" "4-2" 0.0224225492966449
